"","logFC","logCPM","PValue","FDR"
"TRINITY_DN5854_c0_g1_i1",0.213544588635484,5.25208856341194,0.341731726513922,0.496307271312697
"TRINITY_DN4181_c0_g1_i1",0.646252553775574,1.4642703398005,0.341775380051398,0.496307271312697
"TRINITY_DN6748_c0_g1_i1",0.288869788436215,2.48019721536913,0.342134139808878,0.49673520335922
"TRINITY_DN4608_c0_g1_i1",0.171378700741646,5.10597292264669,0.342606756743578,0.497328250333826
"TRINITY_DN5124_c0_g1_i1",0.601806842055201,1.49131670459642,0.343051747524672,0.497880980636237
"TRINITY_DN5994_c0_g1_i1",0.647991105837701,1.43088161055709,0.34316071994132,0.497914889899061
"TRINITY_DN2617_c0_g1_i1",0.204107283760706,8.58379894931684,0.343203556251848,0.497914889899061
"TRINITY_DN2715_c0_g1_i1",0.110823334231677,6.39280404457581,0.343490695969335,0.498238234957952
"TRINITY_DN5012_c0_g1_i1",0.36914697708742,4.2248162247581,0.344001582024491,0.498712535566745
"TRINITY_DN7335_c0_g1_i1",-0.543701878723918,1.69700570813692,0.344003108495487,0.498712535566745
"TRINITY_DN1239_c0_g1_i1",0.275847277609279,8.29475300888069,0.344010659126912,0.498712535566745
"TRINITY_DN3389_c0_g1_i1",-0.193622233260194,5.71173417737988,0.344574807808345,0.499397236922784
"TRINITY_DN2774_c0_g1_i1",0.358535713897065,4.45337442886641,0.344611791246858,0.499397236922784
"TRINITY_DN739_c0_g1_i1",-0.158239045306962,7.88948315727453,0.344766792216669,0.499528488143493
"TRINITY_DN586_c1_g1_i1",-0.179802673582784,5.05246458592314,0.345613088963349,0.500661113365629
"TRINITY_DN4730_c0_g1_i1",-0.161781979941443,5.95747656315134,0.345755865275799,0.50077437389936
"TRINITY_DN5269_c0_g1_i1",0.161691887771094,5.77722427071575,0.346176049022752,0.501289299229249
"TRINITY_DN5017_c0_g1_i1",-0.492616308456741,3.16121659218607,0.346359792185074,0.501461712196243
"TRINITY_DN5730_c0_g1_i1",0.144893877276788,7.75849506491114,0.347071245429397,0.502397939845802
"TRINITY_DN1634_c0_g1_i1",-0.129538962684139,6.85631430576367,0.347268446989012,0.502589559362668
"TRINITY_DN4148_c0_g1_i1",0.159847900195888,8.32328121608651,0.347581038545831,0.502948076119042
"TRINITY_DN436_c0_g1_i1",0.180995452284747,4.73872499597064,0.347868139353327,0.503269580967783
"TRINITY_DN6139_c0_g1_i1",0.72655516457778,1.27752503892384,0.348145131295848,0.503576343831475
"TRINITY_DN6517_c0_g1_i1",0.110897883165338,7.76813872046253,0.348255574206537,0.503642131472353
"TRINITY_DN3268_c0_g1_i1",0.106722586242401,7.44729035383497,0.34860126886841,0.504048048775976
"TRINITY_DN4892_c0_g1_i1",0.340037725166546,5.87506692022027,0.349227241397703,0.504858997306805
"TRINITY_DN1984_c0_g1_i1",0.116619279730311,6.13552883446421,0.349534016876134,0.505208283527343
"TRINITY_DN201_c0_g1_i1",0.159607411729711,4.99299107003854,0.349842779679486,0.505560311436171
"TRINITY_DN6271_c0_g1_i1",0.609517167608225,1.33757206844316,0.349993465639131,0.505683812728323
"TRINITY_DN1212_c0_g1_i1",0.139776955714803,9.11856405253143,0.350347851541622,0.506101526551555
"TRINITY_DN6970_c0_g1_i1",0.707178257782733,1.16451960854916,0.350419582228975,0.506110845942854
"TRINITY_DN4973_c0_g1_i1",0.288312025024723,2.8379078964677,0.350711178863913,0.506437655006876
"TRINITY_DN5792_c0_g1_i1",0.502307212002363,1.84044557687685,0.351145312981238,0.506912468322115
"TRINITY_DN6221_c0_g1_i1",-0.418215907974182,1.66526639669733,0.351170755495689,0.506912468322115
"TRINITY_DN946_c0_g1_i1",-0.1556428974159,6.91500551177198,0.351613641695635,0.507452050251029
"TRINITY_DN341_c1_g1_i1",0.136233260910657,5.87169475143736,0.351675463175388,0.507452050251029
"TRINITY_DN7065_c0_g1_i1",0.461819885294567,1.82557020674746,0.351910390740263,0.507696549945899
"TRINITY_DN5986_c0_g1_i1",0.404231009003218,2.54198044419379,0.352091034609889,0.507862658852181
"TRINITY_DN6465_c0_g1_i1",0.372327411552809,3.67240080280438,0.352226142996368,0.507963036951421
"TRINITY_DN148_c0_g1_i1",0.13522261819376,9.13936500404899,0.352481754716259,0.508237129312843
"TRINITY_DN5700_c0_g1_i1",-0.423501818808206,2.06844618431564,0.352576838029862,0.508279699748144
"TRINITY_DN6758_c0_g1_i1",0.566744623367072,1.95677866667556,0.352771518313485,0.508395384068885
"TRINITY_DN2978_c0_g1_i1",0.51009287338014,1.25596286937218,0.35278823246364,0.508395384068885
"TRINITY_DN4603_c0_g1_i1",-0.51655540482392,2.58993949142768,0.353061343455034,0.508657266960105
"TRINITY_DN1881_c0_g1_i1",0.12096853655243,7.68472763339513,0.353101175129535,0.508657266960105
"TRINITY_DN3906_c0_g1_i1",0.686358622748187,1.16818158348779,0.353287956402682,0.508831790078022
"TRINITY_DN3007_c0_g1_i1",0.255736530869477,6.00946253961446,0.354027678595191,0.509802487397569
"TRINITY_DN7251_c0_g1_i1",0.653802687083287,1.27011695043902,0.354371543747149,0.510141502462685
"TRINITY_DN3826_c0_g1_i1",-0.571047481391385,2.18222931731329,0.354394702987749,0.510141502462685
"TRINITY_DN5725_c0_g1_i1",0.389249463343131,2.46047167126991,0.354643798658789,0.510405303694374
"TRINITY_DN5073_c0_g1_i1",0.424320129889321,2.97317205098801,0.35518828617744,0.511094057671434
"TRINITY_DN493_c0_g1_i1",-0.163495431736179,11.7755549056932,0.355294465352415,0.511106221611339
"TRINITY_DN6609_c0_g1_i1",-0.497021593999709,1.27426715486613,0.355328586932171,0.511106221611339
"TRINITY_DN3943_c0_g1_i1",0.427442554413464,4.7427246044089,0.355463330590004,0.511205194224505
"TRINITY_DN3724_c0_g1_i1",-0.109245566772433,7.17782690695664,0.356019207855038,0.511877891957748
"TRINITY_DN7216_c0_g1_i1",0.500255070521576,1.41381502678079,0.356074364990358,0.511877891957748
"TRINITY_DN4763_c0_g1_i1",-0.613311007313839,1.25768889366544,0.356129156354972,0.511877891957748
"TRINITY_DN1411_c0_g1_i1",0.156418355235016,4.65437388085944,0.356234090179672,0.511933809298054
"TRINITY_DN5091_c0_g1_i1",0.396130232756523,4.15138823582555,0.356400885995228,0.512078589533173
"TRINITY_DN4395_c0_g1_i1",0.484947194090956,2.53145399865296,0.356614747090688,0.512290927217732
"TRINITY_DN5928_c0_g1_i1",-0.471050461692717,1.22475643248736,0.357301761967605,0.513118318629003
"TRINITY_DN2986_c0_g1_i1",-0.156617848144694,7.96004127938846,0.357323075232553,0.513118318629003
"TRINITY_DN4872_c0_g1_i1",0.2062776976202,6.72151711979829,0.357780975837265,0.513614516457696
"TRINITY_DN3600_c0_g1_i1",0.259470500787789,4.11431040845998,0.357801109685027,0.513614516457696
"TRINITY_DN5497_c0_g1_i1",0.437920915511894,2.64194020146554,0.358073487373786,0.513910356832462
"TRINITY_DN3280_c0_g1_i1",-0.118689313388335,10.4985330477634,0.358392985704344,0.514273703158574
"TRINITY_DN7127_c0_g1_i1",-0.464119219706541,2.00828040139029,0.358739039619546,0.514675013725082
"TRINITY_DN805_c0_g1_i1",0.221334323539876,8.17534217473362,0.358961779121923,0.514820827080901
"TRINITY_DN6857_c0_g1_i1",0.533499427483739,1.2231003987352,0.358973480097943,0.514820827080901
"TRINITY_DN5936_c0_g1_i1",0.38142645264898,4.41544166675054,0.359108894826239,0.514826531399604
"TRINITY_DN5224_c0_g1_i1",-0.36822544989182,3.27444846756835,0.359110264647112,0.514826531399604
"TRINITY_DN5348_c0_g1_i1",0.398062494640325,3.95365143836451,0.359620205260976,0.51533070041111
"TRINITY_DN3904_c0_g1_i1",-0.499706954093859,3.6296197777638,0.359626963348586,0.51533070041111
"TRINITY_DN1435_c0_g1_i1",0.255202141681797,3.73818174921123,0.359674279213233,0.51533070041111
"TRINITY_DN1598_c0_g1_i1",-0.201231524398382,7.3113074169909,0.359727815119944,0.51533070041111
"TRINITY_DN5141_c0_g1_i1",-0.500147852115909,1.31230035789757,0.360452958967976,0.516238525582664
"TRINITY_DN7055_c0_g1_i1",0.709945469608417,1.22961617012335,0.360494695924745,0.516238525582664
"TRINITY_DN1835_c0_g1_i1",0.127259137590461,7.21975585025848,0.360622048877878,0.516325530000035
"TRINITY_DN1531_c0_g1_i1",0.171270023740622,8.27374360956923,0.361030313581481,0.516814627252073
"TRINITY_DN238_c0_g1_i1",0.122039294079504,7.68143850293012,0.361130354749712,0.516862403613534
"TRINITY_DN2114_c0_g1_i1",0.130647202057572,8.66219125831323,0.361343508012527,0.517072022447604
"TRINITY_DN3584_c0_g1_i1",0.320124653583348,3.51464742489918,0.36192312401289,0.517805864637744
"TRINITY_DN1745_c0_g1_i1",0.101667360219322,7.63824890698837,0.362051371286771,0.517893778890468
"TRINITY_DN5110_c0_g1_i1",0.181608057160174,5.88805103842659,0.362494360468624,0.518344363745463
"TRINITY_DN2137_c0_g1_i1",0.173360315024382,7.68731126453687,0.362500082578086,0.518344363745463
"TRINITY_DN4464_c0_g1_i1",-0.50902082390395,1.58068969320554,0.362731604138524,0.518579776302043
"TRINITY_DN7094_c0_g1_i1",-0.434930430396453,2.26627884233487,0.363249054008648,0.519223804522317
"TRINITY_DN4699_c0_g1_i1",-0.122295387451553,7.64708880529675,0.36340081738949,0.519344983819487
"TRINITY_DN3688_c0_g1_i1",0.102128625862234,9.28657597247219,0.363892818473419,0.519952270848583
"TRINITY_DN2530_c0_g1_i1",-0.187666678258591,4.8626036794265,0.364039036740206,0.520065349520328
"TRINITY_DN6989_c0_g1_i1",0.788430475286249,1.16089678935374,0.364197764687613,0.520196254536305
"TRINITY_DN7498_c0_g1_i1",0.487665617794422,1.29068610957196,0.364506174133755,0.520540867205564
"TRINITY_DN3232_c0_g1_i1",-0.0991874131484928,8.42095283509543,0.364838849152873,0.520919999536322
"TRINITY_DN815_c0_g1_i1",0.378676641019942,7.70938369669713,0.36494487738833,0.520975443636849
"TRINITY_DN185_c0_g1_i1",0.135789406963894,9.2748557329171,0.365333720227737,0.521434523734471
"TRINITY_DN4305_c0_g1_i1",0.245779475526926,8.3581860965304,0.365602434691003,0.521722009232347
"TRINITY_DN1843_c0_g1_i1",0.319831181109194,7.36710796121358,0.365728146567146,0.521805358913339
"TRINITY_DN7361_c0_g1_i1",-0.526278559236044,2.01133442635659,0.366148115154017,0.522238065151329
"TRINITY_DN63_c0_g1_i1",1.30439571937451,1.06527610208867,0.366166144997114,0.522238065151329
"TRINITY_DN4196_c0_g1_i1",0.246652109636736,4.20216284163296,0.366349191849512,0.522403031894293
"TRINITY_DN2536_c0_g1_i1",-0.147408585080107,7.87450233740566,0.366580908006949,0.52263732618203
"TRINITY_DN4447_c0_g1_i1",-0.208331915760767,6.56877058237415,0.36680728566411,0.522863924573238
"TRINITY_DN1284_c0_g1_i1",0.208036936716425,4.03250282143831,0.366959691918711,0.522985016809883
"TRINITY_DN6573_c0_g1_i1",0.27736852615158,2.29515253047686,0.367194556367203,0.523053837749235
"TRINITY_DN6650_c0_g1_i1",0.537803926987193,1.85351521808142,0.367224229670744,0.523053837749235
"TRINITY_DN7370_c0_g1_i1",-0.533346737596476,1.44706566890484,0.367241830143317,0.523053837749235
"TRINITY_DN6612_c0_g1_i1",0.443575935819031,2.50146814991498,0.367277839895116,0.523053837749235
"TRINITY_DN7276_c0_g1_i1",0.679884375693618,1.0680470702008,0.367701173000099,0.523560549911803
"TRINITY_DN4290_c0_g1_i1",-0.4998583345566,4.33848001461082,0.36816795785355,0.524128934491109
"TRINITY_DN4498_c0_g1_i1",-0.253914904714691,6.6073069167539,0.36827167537134,0.524151304917161
"TRINITY_DN6947_c0_g1_i1",0.538909328188191,1.67495016229875,0.368348186098397,0.524151304917161
"TRINITY_DN4582_c0_g1_i1",-0.262292095383878,10.233583095824,0.368386490454483,0.524151304917161
"TRINITY_DN5467_c0_g1_i1",-0.113400653769658,6.76404536382605,0.368658525218562,0.524347893719823
"TRINITY_DN6963_c0_g1_i1",0.621445738050488,1.29923308011012,0.368678142336137,0.524347893719823
"TRINITY_DN451_c0_g1_i1",0.120899606016162,5.60350810709845,0.368727552761573,0.524347893719823
"TRINITY_DN7316_c0_g1_i1",-0.456424138060786,1.94980868920424,0.369097772087307,0.524778108746175
"TRINITY_DN5325_c0_g1_i1",0.150315719448931,6.16952380860573,0.369728464277503,0.525578434826455
"TRINITY_DN4884_c0_g1_i1",0.382822052555012,5.68353661162319,0.3698130732686,0.525602338597883
"TRINITY_DN5280_c0_g1_i1",0.41526731638093,1.6134465069078,0.370119228207736,0.525935807932163
"TRINITY_DN5543_c0_g1_i1",-0.390394191819583,3.72448855403688,0.370296125694688,0.525935807932163
"TRINITY_DN488_c5_g1_i1",-0.440614245454171,3.24539830136586,0.370318647365343,0.525935807932163
"TRINITY_DN6238_c0_g1_i1",0.443913659929635,3.72601567889748,0.370319047530205,0.525935807932163
"TRINITY_DN3752_c0_g1_i1",0.0997466883957387,7.43175657525885,0.370608599765832,0.526250636260896
"TRINITY_DN4314_c0_g1_i1",0.28308087773699,4.86531698247029,0.370704043735814,0.526273052531001
"TRINITY_DN1859_c0_g1_i1",-0.419299568102938,8.04446031390144,0.370760146127219,0.526273052531001
"TRINITY_DN213_c0_g1_i1",0.287841178986216,7.22718082494415,0.3710473181061,0.526584268218304
"TRINITY_DN3003_c0_g1_i2",0.348194928013262,6.53338958539028,0.371259149091935,0.526788466857572
"TRINITY_DN419_c0_g1_i1",0.101694776865317,7.80239166666358,0.371731136721296,0.527361665690798
"TRINITY_DN4591_c0_g1_i1",0.392488870172898,2.93608614172492,0.371858990596539,0.527446533862966
"TRINITY_DN4719_c0_g1_i1",0.681876070706696,1.36827832975317,0.372018344735078,0.527576042935991
"TRINITY_DN3659_c0_g1_i1",0.161715575341678,6.97237418855112,0.372200212013338,0.52773742570216
"TRINITY_DN490_c0_g1_i1",-0.333132648056001,9.15439810547888,0.372309610857357,0.527746885478499
"TRINITY_DN4195_c0_g1_i1",-0.144642269591751,7.51577948466799,0.372344727494561,0.527746885478499
"TRINITY_DN4053_c0_g1_i1",0.191205782444373,6.50653149577485,0.372411093828566,0.527746885478499
"TRINITY_DN7104_c0_g1_i1",0.681173730777717,1.4921946792606,0.372515639771467,0.527798566364799
"TRINITY_DN6005_c0_g1_i1",-0.535187248569308,2.29007228609725,0.373213928232096,0.528691318396389
"TRINITY_DN5304_c0_g1_i1",0.172114366450455,4.63539502139237,0.373458817629304,0.528863299719189
"TRINITY_DN5571_c0_g1_i1",-0.138962880131598,6.185122966766,0.373471761377862,0.528863299719189
"TRINITY_DN650_c0_g1_i1",0.122028171227057,8.25901445029538,0.373731752686804,0.529134820778085
"TRINITY_DN2720_c0_g1_i1",0.48163348894079,1.73459578697533,0.37407554715168,0.529524870744381
"TRINITY_DN389_c0_g1_i1",0.104935847645873,9.83087507376243,0.374284079057103,0.529723341535181
"TRINITY_DN40_c0_g1_i1",0.244135026783436,7.42489830520984,0.375089295407286,0.530766071781837
"TRINITY_DN1691_c0_g1_i1",0.284022608351932,6.48631729084714,0.375206372648515,0.530834855318237
"TRINITY_DN6150_c0_g1_i1",0.571032350782733,1.66489475748246,0.375389733435053,0.530997373348288
"TRINITY_DN3772_c0_g1_i1",0.389267294221618,4.48052097561281,0.375501913019992,0.531059163014228
"TRINITY_DN2040_c0_g1_i1",0.181832509449179,8.06286898152382,0.375715305201449,0.531264045454465
"TRINITY_DN1116_c0_g1_i1",-0.436387241413371,3.66664935881445,0.376848667156129,0.532769459602747
"TRINITY_DN5939_c0_g1_i1",0.225108931708538,3.33924750228227,0.377075591545251,0.532993083181465
"TRINITY_DN2517_c0_g1_i1",0.227696142205045,5.2628105860192,0.377252729880187,0.533054750009914
"TRINITY_DN2374_c0_g1_i1",-0.447666462172253,4.67600722250308,0.377256728144512,0.533054750009914
"TRINITY_DN6336_c0_g1_i1",0.588408261503486,1.43951661511502,0.377351241858189,0.53309114032918
"TRINITY_DN3059_c0_g1_i1",0.138799844833928,5.57455347944119,0.377922341569114,0.533800676659745
"TRINITY_DN2071_c0_g1_i1",-0.491722773578365,3.23253527109367,0.378236837574837,0.534147577726359
"TRINITY_DN4586_c0_g1_i1",0.293318719184564,2.25042019487135,0.378651907756934,0.534615067704952
"TRINITY_DN2659_c0_g1_i1",0.231186000884517,3.29473103607665,0.378705785094234,0.534615067704952
"TRINITY_DN5445_c0_g1_i1",0.443493749962911,1.64951861333546,0.379498414958822,0.535636484830829
"TRINITY_DN2570_c0_g1_i1",-0.468616634254832,2.57588377010027,0.379842179041525,0.535930402989075
"TRINITY_DN3861_c0_g1_i1",0.244861149522901,7.52214526962789,0.379844907058554,0.535930402989075
"TRINITY_DN4050_c0_g1_i1",0.110680648422304,5.65721251349399,0.380236073025243,0.536384693261409
"TRINITY_DN7412_c0_g1_i1",-0.615177743092081,1.10779525810303,0.380983196872485,0.537340863262211
"TRINITY_DN5718_c0_g1_i1",0.627835173223523,1.5107649208361,0.381343334280944,0.537717888684961
"TRINITY_DN7080_c0_g1_i1",-0.426375511735048,1.49350837942685,0.381389226090365,0.537717888684961
"TRINITY_DN351_c0_g1_i1",-0.366077545783341,10.4900896159856,0.381545478647612,0.537776190400571
"TRINITY_DN1860_c0_g1_i1",-0.537583798904381,3.98985387310823,0.381569305222952,0.537776190400571
"TRINITY_DN7488_c0_g1_i1",-0.522848145869793,1.26739119590565,0.381709564979229,0.537876091836417
"TRINITY_DN3235_c0_g1_i1",-0.38784672176303,2.21324271412186,0.382184652051394,0.538444733941518
"TRINITY_DN2596_c0_g1_i1",0.198255979990355,6.73065323472398,0.382252007689167,0.538444733941518
"TRINITY_DN4998_c0_g1_i1",0.136278239976441,7.79080157016342,0.38265552466831,0.538915219392081
"TRINITY_DN3508_c0_g1_i1",-0.181806384159863,6.48907155187986,0.383372258661898,0.539762835322004
"TRINITY_DN1358_c0_g1_i1",0.14277977836579,6.85105756838754,0.383396612165391,0.539762835322004
"TRINITY_DN2837_c0_g1_i1",0.485007606422034,1.29341576376655,0.383689899182119,0.540077666731839
"TRINITY_DN2174_c0_g1_i1",-0.106477660663918,5.6260759261542,0.383790887990067,0.540121756142129
"TRINITY_DN3033_c0_g1_i1",0.178882709748923,8.37512473280216,0.384333211975345,0.540715742451552
"TRINITY_DN4985_c0_g1_i1",-0.654571531685895,3.5169925778011,0.384352438623823,0.540715742451552
"TRINITY_DN2292_c0_g1_i1",0.490238024035082,3.08618402827409,0.384655714064028,0.541044221904645
"TRINITY_DN2991_c0_g1_i1",0.217028484252213,6.03483674552673,0.38491361315348,0.541217570011378
"TRINITY_DN7183_c0_g1_i1",-0.436226470500189,1.81458827781299,0.384918571010285,0.541217570011378
"TRINITY_DN4330_c0_g1_i1",0.352843159134987,3.59666855808869,0.386310831906571,0.543076678109093
"TRINITY_DN1661_c0_g1_i1",0.634926058960872,1.11072937606394,0.386584364252503,0.543215932020056
"TRINITY_DN2534_c0_g1_i1",0.412037369519416,2.28967943009881,0.386598317424703,0.543215932020056
"TRINITY_DN4814_c0_g1_i1",-0.403155122108753,2.93981572679858,0.386620084210844,0.543215932020056
"TRINITY_DN3062_c0_g1_i1",-0.361300242584239,1.70723019128238,0.387054155188096,0.543727281241766
"TRINITY_DN6723_c0_g1_i1",0.43071795922081,2.43822633549584,0.387220284857578,0.543862113858842
"TRINITY_DN5270_c0_g1_i1",0.257943635882268,5.81187189152789,0.387359069021564,0.543869661309457
"TRINITY_DN670_c0_g1_i1",-0.278930846247827,11.4595125772679,0.387365957661657,0.543869661309457
"TRINITY_DN6421_c0_g1_i1",-0.514070164756867,2.19465601529116,0.38746995698385,0.54391717843487
"TRINITY_DN4270_c0_g1_i1",0.17658111642255,6.74117078060317,0.388265197509819,0.544934843644755
"TRINITY_DN3482_c0_g1_i1",0.576423814376666,1.28860807110397,0.388469338603407,0.545122675509903
"TRINITY_DN4223_c0_g1_i1",0.138966719550181,5.18970079515161,0.388648955230936,0.545276031470403
"TRINITY_DN1594_c0_g1_i1",0.0966624025955643,7.59264380158395,0.388846669269261,0.545454718082971
"TRINITY_DN2231_c1_g1_i1",-0.310405719795307,6.1622888672533,0.388999227198093,0.545570008767513
"TRINITY_DN5267_c0_g1_i1",0.485439537517449,2.51880506099905,0.389197087942476,0.545748783291376
"TRINITY_DN2712_c0_g1_i1",0.124016271472045,7.90145741753085,0.389724939252228,0.54639013635127
"TRINITY_DN3481_c0_g1_i1",0.406249832322866,2.07452121724792,0.389915574985172,0.546500754573137
"TRINITY_DN94_c0_g1_i1",0.113788650315962,7.53354736936711,0.390010520296969,0.546500754573137
"TRINITY_DN6312_c0_g1_i1",0.531975384999099,2.09809263659413,0.390015306984802,0.546500754573137
"TRINITY_DN4522_c0_g1_i1",-0.298159384690841,2.45429357258214,0.390208825315173,0.546673115769523
"TRINITY_DN6636_c0_g1_i1",0.491096821952518,2.68034751919572,0.390305356454029,0.546709562527207
"TRINITY_DN6833_c0_g1_i1",0.161231314704593,5.33024885531715,0.390470376219784,0.546841912361269
"TRINITY_DN4988_c0_g1_i1",0.32897025613888,3.80872133365681,0.390627655996312,0.546864459718364
"TRINITY_DN493_c0_g1_i3",0.145183887256711,11.4517077975879,0.390659496551687,0.546864459718364
"TRINITY_DN3661_c0_g1_i1",0.182881664541702,5.10521934378805,0.390698083629565,0.546864459718364
"TRINITY_DN157_c0_g1_i1",0.275568005078213,9.54735819318014,0.391167581344428,0.547422790282193
"TRINITY_DN4369_c0_g1_i1",0.163817028345353,5.25897530332009,0.391541630108171,0.5478473665816
"TRINITY_DN2806_c0_g1_i1",0.447908937017803,1.99136323216573,0.39177917615126,0.547986080766439
"TRINITY_DN6348_c0_g1_i1",0.445107910928175,2.34145728385479,0.391782128942135,0.547986080766439
"TRINITY_DN5373_c0_g1_i1",0.333296946942593,3.75685153293414,0.392035685213001,0.54824182313427
"TRINITY_DN5693_c0_g1_i1",-0.398632962802773,1.29239083566879,0.392185341580957,0.548281902905287
"TRINITY_DN102_c0_g1_i1",0.30038429302615,7.35556644850997,0.392205782730907,0.548281902905287
"TRINITY_DN5192_c0_g1_i1",0.144556197849059,6.77912925504756,0.392431948201675,0.548499169714726
"TRINITY_DN401_c0_g1_i1",-0.335077967597673,11.8332225055605,0.392574384367167,0.548599351477766
"TRINITY_DN2248_c0_g1_i1",-0.571958289432431,4.17583777798071,0.392715254960771,0.54869730973344
"TRINITY_DN2197_c0_g1_i1",-0.169254059390192,5.12425760737642,0.393210731424174,0.549290594726418
"TRINITY_DN4037_c0_g1_i1",0.146131701501706,5.09812114035659,0.394040292179236,0.550350276574602
"TRINITY_DN3820_c0_g1_i1",0.539650223519909,1.75562717191839,0.39412468532905,0.550368999523798
"TRINITY_DN3161_c0_g1_i1",0.22247764822552,4.33147647787551,0.39466614437407,0.551025863016777
"TRINITY_DN170_c0_g2_i1",-0.12347289954321,7.05327364454681,0.395329273951131,0.551852333623175
"TRINITY_DN2449_c0_g1_i1",0.261394256794477,8.61765372957711,0.395566803785166,0.552084505804932
"TRINITY_DN5770_c0_g1_i1",-0.333352776750705,1.9496440840273,0.395731330979096,0.552139848339226
"TRINITY_DN905_c0_g1_i1",0.0950887416330344,10.527761245056,0.395748889103712,0.552139848339226
"TRINITY_DN7254_c0_g1_i1",0.537814893007548,1.40007879864426,0.395944019100382,0.552193075143961
"TRINITY_DN272_c0_g1_i1",0.134055186399571,6.22750296081991,0.396054990850064,0.552193075143961
"TRINITY_DN3264_c0_g1_i1",-0.399726130897501,3.65274336069445,0.396107317864394,0.552193075143961
"TRINITY_DN7033_c0_g1_i1",0.416173861771672,2.44881047183572,0.396154866440473,0.552193075143961
"TRINITY_DN2958_c0_g1_i1",-0.402403698639625,2.87745629373882,0.396216355296238,0.552193075143961
"TRINITY_DN962_c0_g1_i1",-0.187247941935388,10.5406017454222,0.396232004404586,0.552193075143961
"TRINITY_DN5658_c0_g1_i1",0.105368380160933,6.13564446183524,0.396285601715594,0.552193075143961
"TRINITY_DN3954_c0_g1_i1",-0.305300201693111,3.63790928171778,0.396852796574506,0.552884048848544
"TRINITY_DN1841_c0_g1_i1",0.44076522012889,1.62678638707064,0.396929186046687,0.552891120988136
"TRINITY_DN551_c0_g1_i2",0.105349491203827,8.81166037403569,0.397070754158776,0.552988962994969
"TRINITY_DN2433_c0_g1_i1",0.108330269209619,8.08083192755023,0.397325585488473,0.553244479937524
"TRINITY_DN3466_c0_g1_i1",0.528602743766102,1.70362198403206,0.397623686221043,0.553560143521592
"TRINITY_DN5190_c0_g1_i1",-0.566860303724072,1.43791410273416,0.397722541888239,0.553574132030881
"TRINITY_DN2125_c0_g1_i1",0.36389608757591,2.12069683171821,0.397776536765644,0.553574132030881
"TRINITY_DN1857_c0_g1_i1",0.169151642381661,7.08943440350445,0.39889592596618,0.554970110262513
"TRINITY_DN3053_c0_g1_i1",0.367000461042619,3.64743431740934,0.398922794336771,0.554970110262513
"TRINITY_DN667_c0_g1_i1",0.100489028489062,13.3214418164125,0.399068612466116,0.554989068359749
"TRINITY_DN3779_c0_g1_i1",0.598162866000534,1.5160318193531,0.399079589333884,0.554989068359749
"TRINITY_DN6137_c0_g1_i1",0.762966486728415,1.09422797487849,0.399285603164891,0.555175983023206
"TRINITY_DN1404_c0_g1_i1",0.205802028408796,7.61427856567176,0.399942241749835,0.55589946526784
"TRINITY_DN1200_c0_g1_i1",-0.102091951596138,7.60874859418093,0.399985555563404,0.55589946526784
"TRINITY_DN6447_c0_g1_i1",0.40107813257878,4.01025171985288,0.40002103917571,0.55589946526784
"TRINITY_DN1869_c0_g1_i1",0.126286254164107,7.9693046892171,0.400143093374325,0.555969427048592
"TRINITY_DN814_c0_g1_i1",0.3837514564341,3.90942606139202,0.400557813427355,0.556445928597434
"TRINITY_DN4618_c0_g1_i1",0.426663146939358,1.740738369251,0.400790859247476,0.556593190569012
"TRINITY_DN5501_c0_g1_i1",0.547454074580767,1.61706740321489,0.400808602930208,0.556593190569012
"TRINITY_DN4176_c0_g1_i1",0.215625624651066,2.99220363413052,0.400908397321706,0.556593190569012
"TRINITY_DN6784_c0_g1_i1",0.394555351138858,2.2382125753908,0.400950982758665,0.556593190569012
"TRINITY_DN6300_c0_g1_i1",0.361498658692714,2.28010277433142,0.401240670666,0.556895617557017
"TRINITY_DN5419_c0_g1_i1",0.483556848332264,1.98638389644593,0.402176591680529,0.558094704725102
"TRINITY_DN4940_c0_g1_i1",0.473066711355583,2.17119118767556,0.402337405293859,0.558217949757209
"TRINITY_DN696_c0_g1_i1",-0.125390210589894,5.528415266983,0.402419444787495,0.558231876084711
"TRINITY_DN6166_c0_g1_i1",0.491270961237442,1.29918224110854,0.402661779267076,0.558404361624633
"TRINITY_DN863_c0_g1_i1",-0.140214237939554,10.5676836041913,0.402687835140374,0.558404361624633
"TRINITY_DN6393_c0_g1_i1",0.379045805969406,2.43205909532839,0.402837479991797,0.558509214479887
"TRINITY_DN3507_c0_g1_i1",0.414932664172195,2.85812080991627,0.402907524388754,0.558509214479887
"TRINITY_DN177_c0_g1_i1",0.18388100534252,8.29325764647902,0.403256180216348,0.558797585616605
"TRINITY_DN1609_c0_g1_i1",0.544649288073949,1.31974956946802,0.403259704827151,0.558797585616605
"TRINITY_DN4282_c0_g1_i1",-0.239765226987539,3.55208509881475,0.403378269417925,0.558861994781481
"TRINITY_DN3988_c0_g1_i1",0.45105560284691,1.34995660148104,0.403827910977739,0.559334441810596
"TRINITY_DN5437_c0_g1_i1",0.37704829730505,2.97598758835335,0.404079184763285,0.559334441810596
"TRINITY_DN5584_c0_g1_i1",-0.476496473126591,1.5757207743149,0.404104082924117,0.559334441810596
"TRINITY_DN5585_c0_g1_i1",0.455438710846697,2.5768370067769,0.404148072469375,0.559334441810596
